warning: `VIRTUAL_ENV=/home/s.nanako/nanoGPT/.venv` does not match the project environment path `.venv` and will be ignored
/home/s.nanako/nanogpt/.venv/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
/home/s.nanako/nanogpt/train.py:196: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler(enabled=(dtype == 'float16'))
wandb: Currently logged in as: nac-39 (nac-39-nagoya-univ-) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run zvlytfeh
wandb: Tracking run with wandb version 0.22.3
wandb: Run data is saved locally in /home/s.nanako/nanogpt/wandb/run-20251110_184521-zvlytfeh
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run no-ffn-gpt2_1762767916.4742754
wandb: ⭐️ View project at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2
wandb: 🚀 View run at https://wandb.ai/nac-39-nagoya-univ-/no-ffn-gpt2/runs/zvlytfeh
Overriding config with config/train_gpt2.py:
# config for training GPT-2 (124M) down to very nice loss of ~2.85 on 1 node of 8X A100 40GB
# launch as the following (e.g. in a screen session) and wait ~5 days:
# $ torchrun --standalone --nproc_per_node=8 train.py config/train_gpt2.py
import time

wandb_log = True
# wandb_project = 'owt'
# wandb_run_name='gpt2-124M'
wandb_project = "no-ffn-gpt2"
wandb_run_name = "no-ffn-gpt2" + "_" + str(time.time())
# these make the total batch size be ~0.5M
# 12 batch size * 1024 block size * 5 gradaccum * 8 GPUs = 491,520
batch_size = 12
block_size = 1024
gradient_accumulation_steps = 5 * 8

# this makes total number of tokens be 300B
max_iters = 600000
lr_decay_iters = 600000

# eval stuff
eval_interval = 1000
eval_iters = 200
log_interval = 10

# weight decay
weight_decay = 1e-1

tokens per iteration will be: 491,520
Initializing a new model from scratch
defaulting to vocab_size of GPT-2 to 50304 (50257 rounded up for efficiency)
number of parameters: 123.58M
num decayed parameter tensors: 62, with 124,354,560 parameters
num non-decayed parameter tensors: 13, with 9,984 parameters
iter 68330: loss 3.2627, time 5138.64ms, mfu 26.26%
iter 68340: loss 2.9607, time 5117.85ms, mfu 26.27%
iter 68350: loss 3.2272, time 5127.82ms, mfu 26.27%
iter 68360: loss 3.1965, time 5128.52ms, mfu 26.27%
iter 68370: loss 2.9965, time 5089.11ms, mfu 26.28%
iter 68380: loss 3.0302, time 5087.45ms, mfu 26.30%
iter 68390: loss 3.2447, time 5095.71ms, mfu 26.32%
iter 68400: loss 3.1115, time 5120.73ms, mfu 26.31%
iter 68410: loss 3.2078, time 5120.82ms, mfu 26.31%
iter 68420: loss 3.1831, time 5129.73ms, mfu 26.31%
iter 68430: loss 3.2929, time 5133.25ms, mfu 26.30%
iter 68440: loss 3.2557, time 5123.91ms, mfu 26.30%
iter 68450: loss 3.1861, time 5117.54ms, mfu 26.30%
iter 68460: loss 3.0473, time 5080.83ms, mfu 26.32%
iter 68470: loss 3.1728, time 5094.65ms, mfu 26.33%
iter 68480: loss 3.1295, time 5099.40ms, mfu 26.34%
iter 68490: loss 3.1565, time 5119.93ms, mfu 26.33%
iter 68500: loss 3.0007, time 5115.18ms, mfu 26.33%
iter 68510: loss 3.1813, time 5127.30ms, mfu 26.32%
iter 68520: loss 3.3376, time 5130.87ms, mfu 26.32%
iter 68530: loss 3.1373, time 5124.06ms, mfu 26.31%
iter 68540: loss 3.3852, time 5126.33ms, mfu 26.31%
iter 68550: loss 3.2326, time 5105.18ms, mfu 26.31%
iter 68560: loss 3.0039, time 5087.87ms, mfu 26.33%
iter 68570: loss 3.3103, time 5104.83ms, mfu 26.33%
iter 68580: loss 3.0813, time 5116.03ms, mfu 26.33%
iter 68590: loss 3.2691, time 5137.69ms, mfu 26.32%
iter 68600: loss 3.1772, time 5124.69ms, mfu 26.32%
iter 68610: loss 3.0211, time 5106.92ms, mfu 26.32%
iter 68620: loss 3.2365, time 5107.01ms, mfu 26.33%
iter 68630: loss 3.3910, time 5113.15ms, mfu 26.33%
iter 68640: loss 3.1129, time 5103.30ms, mfu 26.33%
iter 68650: loss 3.1278, time 5116.00ms, mfu 26.33%
iter 68660: loss 3.2240, time 5135.83ms, mfu 26.32%
iter 68670: loss 3.0640, time 5139.37ms, mfu 26.31%
iter 68680: loss 3.2125, time 5130.70ms, mfu 26.30%
iter 68690: loss 3.0278, time 5132.69ms, mfu 26.29%
iter 68700: loss 3.1353, time 5103.87ms, mfu 26.30%
iter 68710: loss 3.2012, time 5074.59ms, mfu 26.33%
iter 68720: loss 3.0493, time 5073.76ms, mfu 26.35%
iter 68730: loss 3.0749, time 5085.49ms, mfu 26.36%
iter 68740: loss 2.9652, time 5097.08ms, mfu 26.37%
iter 68750: loss 3.1219, time 5115.90ms, mfu 26.36%
iter 68760: loss 3.1927, time 5118.64ms, mfu 26.36%
iter 68770: loss 3.1502, time 5136.79ms, mfu 26.34%
iter 68780: loss 3.0718, time 5120.37ms, mfu 26.34%
iter 68790: loss 3.1437, time 5139.19ms, mfu 26.32%
iter 68800: loss 3.0545, time 5093.74ms, mfu 26.33%
iter 68810: loss 3.2897, time 5076.10ms, mfu 26.35%
iter 68820: loss 3.3623, time 5085.74ms, mfu 26.37%
iter 68830: loss 3.0815, time 5107.07ms, mfu 26.37%
iter 68840: loss 3.0199, time 5113.91ms, mfu 26.36%
iter 68850: loss 3.1992, time 5129.52ms, mfu 26.35%
iter 68860: loss 2.8783, time 5130.16ms, mfu 26.34%
iter 68870: loss 3.2135, time 5135.75ms, mfu 26.33%
iter 68880: loss 3.2641, time 5117.22ms, mfu 26.33%
iter 68890: loss 3.1843, time 5130.81ms, mfu 26.32%
iter 68900: loss 3.0098, time 5084.75ms, mfu 26.33%
iter 68910: loss 3.2151, time 5082.09ms, mfu 26.35%
iter 68920: loss 3.0808, time 5093.47ms, mfu 26.36%
iter 68930: loss 3.0923, time 5107.15ms, mfu 26.36%
iter 68940: loss 3.2014, time 5121.55ms, mfu 26.35%
iter 68950: loss 3.2754, time 5133.09ms, mfu 26.34%
iter 68960: loss 3.2319, time 5118.56ms, mfu 26.34%
iter 68970: loss 3.1911, time 5123.74ms, mfu 26.33%
iter 68980: loss 3.2331, time 5119.58ms, mfu 26.33%
iter 68990: loss 3.0167, time 5117.52ms, mfu 26.33%
step 69000: train loss 3.1608, val loss 3.1611
saving checkpoint to out
iter 69000: loss 3.0378, time 30855.90ms, mfu 24.13%
iter 69010: loss 3.2065, time 5121.61ms, mfu 24.35%
iter 69020: loss 2.9876, time 5132.51ms, mfu 24.54%
iter 69030: loss 3.1961, time 5115.73ms, mfu 24.71%
iter 69040: loss 3.2340, time 5104.75ms, mfu 24.88%
iter 69050: loss 3.0694, time 5106.11ms, mfu 25.03%
iter 69060: loss 3.0583, time 5094.27ms, mfu 25.17%
iter 69070: loss 3.1790, time 5099.40ms, mfu 25.29%
iter 69080: loss 3.0348, time 5121.39ms, mfu 25.39%
iter 69090: loss 2.9706, time 5120.64ms, mfu 25.48%
iter 69100: loss 3.0902, time 5129.49ms, mfu 25.56%
iter 69110: loss 2.9572, time 5100.16ms, mfu 25.64%
iter 69120: loss 3.1878, time 5094.83ms, mfu 25.72%
iter 69130: loss 3.1854, time 5088.88ms, mfu 25.80%
iter 69140: loss 2.9972, time 5070.27ms, mfu 25.87%
iter 69150: loss 3.0927, time 5071.91ms, mfu 25.94%
iter 69160: loss 3.1505, time 5089.32ms, mfu 25.99%
iter 69170: loss 3.1983, time 5105.30ms, mfu 26.03%
iter 69180: loss 3.1536, time 5128.62ms, mfu 26.05%
iter 69190: loss 3.1969, time 5119.45ms, mfu 26.08%
iter 69200: loss 3.0852, time 5115.78ms, mfu 26.10%
iter 69210: loss 3.1332, time 5113.66ms, mfu 26.12%
iter 69220: loss 3.1939, time 5123.11ms, mfu 26.14%
iter 69230: loss 2.9992, time 5104.04ms, mfu 26.16%
iter 69240: loss 3.1570, time 5093.51ms, mfu 26.19%
iter 69250: loss 3.1042, time 5106.84ms, mfu 26.21%
iter 69260: loss 3.2783, time 5120.46ms, mfu 26.22%
iter 69270: loss 3.2205, time 5141.67ms, mfu 26.21%
iter 69280: loss 2.9716, time 5126.70ms, mfu 26.22%
iter 69290: loss 3.1595, time 5116.58ms, mfu 26.23%
iter 69300: loss 3.1738, time 5104.29ms, mfu 26.24%
iter 69310: loss 3.1260, time 5101.72ms, mfu 26.26%
iter 69320: loss 2.9736, time 5071.35ms, mfu 26.29%
iter 69330: loss 3.1818, time 5068.66ms, mfu 26.32%
iter 69340: loss 3.1931, time 5084.45ms, mfu 26.33%
iter 69350: loss 3.1638, time 5094.95ms, mfu 26.34%
iter 69360: loss 3.2643, time 5112.54ms, mfu 26.34%
iter 69370: loss 3.1569, time 5122.67ms, mfu 26.34%
iter 69380: loss 3.2324, time 5112.97ms, mfu 26.34%
iter 69390: loss 3.0276, time 5122.41ms, mfu 26.33%
iter 69400: loss 3.2559, time 5125.14ms, mfu 26.33%
iter 69410: loss 3.1903, time 5096.39ms, mfu 26.33%
iter 69420: loss 2.9112, time 5094.43ms, mfu 26.34%
iter 69430: loss 3.0546, time 5094.67ms, mfu 26.35%
iter 69440: loss 3.0488, time 5099.30ms, mfu 26.36%
iter 69450: loss 3.0230, time 5119.41ms, mfu 26.35%
iter 69460: loss 3.1238, time 5120.34ms, mfu 26.35%
iter 69470: loss 2.8871, time 5124.88ms, mfu 26.34%
iter 69480: loss 3.1632, time 5120.78ms, mfu 26.34%
iter 69490: loss 3.1576, time 5118.17ms, mfu 26.33%
iter 69500: loss 2.7372, time 5101.96ms, mfu 26.34%
iter 69510: loss 3.1731, time 5120.13ms, mfu 26.33%
iter 69520: loss 3.2168, time 5102.43ms, mfu 26.34%
iter 69530: loss 3.1060, time 5123.18ms, mfu 26.33%
iter 69540: loss 3.1791, time 5144.14ms, mfu 26.32%
iter 69550: loss 3.0710, time 5121.13ms, mfu 26.32%
iter 69560: loss 3.1099, time 5099.11ms, mfu 26.32%
iter 69570: loss 3.2307, time 5102.59ms, mfu 26.33%
iter 69580: loss 3.1232, time 5085.59ms, mfu 26.35%
iter 69590: loss 3.1133, time 5088.90ms, mfu 26.36%
iter 69600: loss 3.2518, time 5093.84ms, mfu 26.36%
iter 69610: loss 3.1290, time 5110.14ms, mfu 26.36%
iter 69620: loss 3.2495, time 5124.17ms, mfu 26.35%
iter 69630: loss 3.2839, time 5119.08ms, mfu 26.35%
iter 69640: loss 3.0304, time 5118.43ms, mfu 26.35%
iter 69650: loss 3.1249, time 5123.31ms, mfu 26.34%
iter 69660: loss 3.1631, time 5103.36ms, mfu 26.34%
iter 69670: loss 2.9301, time 5093.62ms, mfu 26.35%
iter 69680: loss 3.0965, time 5099.03ms, mfu 26.36%
iter 69690: loss 3.1815, time 5113.85ms, mfu 26.36%
iter 69700: loss 2.8855, time 5120.34ms, mfu 26.35%
iter 69710: loss 3.2479, time 5132.85ms, mfu 26.34%
iter 69720: loss 3.2790, time 5133.30ms, mfu 26.33%
iter 69730: loss 3.2185, time 5137.07ms, mfu 26.32%
iter 69740: loss 3.1082, time 5132.19ms, mfu 26.31%
iter 69750: loss 3.0998, time 5124.26ms, mfu 26.30%
iter 69760: loss 3.0946, time 5114.40ms, mfu 26.31%
iter 69770: loss 3.4159, time 5085.60ms, mfu 26.32%
iter 69780: loss 3.1388, time 5079.64ms, mfu 26.34%
iter 69790: loss 3.2416, time 5091.53ms, mfu 26.35%
iter 69800: loss 3.1105, time 5108.92ms, mfu 26.35%
iter 69810: loss 3.1874, time 5111.25ms, mfu 26.35%
iter 69820: loss 2.9499, time 5125.58ms, mfu 26.34%
iter 69830: loss 3.0863, time 5126.98ms, mfu 26.34%
iter 69840: loss 3.0537, time 5131.61ms, mfu 26.33%
iter 69850: loss 3.1770, time 5132.78ms, mfu 26.32%
iter 69860: loss 3.1928, time 5118.88ms, mfu 26.32%
iter 69870: loss 3.2810, time 5093.91ms, mfu 26.33%
iter 69880: loss 3.1341, time 5090.27ms, mfu 26.34%
iter 69890: loss 3.1484, time 5107.06ms, mfu 26.34%
iter 69900: loss 3.3595, time 5113.63ms, mfu 26.34%
iter 69910: loss 3.0919, time 5113.92ms, mfu 26.34%
iter 69920: loss 3.1752, time 5118.07ms, mfu 26.34%
iter 69930: loss 3.0993, time 5132.74ms, mfu 26.33%
iter 69940: loss 3.1804, time 5118.41ms, mfu 26.32%
iter 69950: loss 3.2079, time 5092.14ms, mfu 26.34%
iter 69960: loss 2.9807, time 5083.08ms, mfu 26.35%
iter 69970: loss 3.0753, time 5094.69ms, mfu 26.36%
iter 69980: loss 3.2324, time 5112.62ms, mfu 26.36%
iter 69990: loss 3.0392, time 5119.28ms, mfu 26.35%
step 70000: train loss 3.1542, val loss 3.1602
saving checkpoint to out
iter 70000: loss 3.1823, time 30975.74ms, mfu 24.15%
iter 70010: loss 3.0454, time 5120.27ms, mfu 24.37%
iter 70020: loss 2.9066, time 5118.46ms, mfu 24.56%
iter 70030: loss 3.1242, time 5114.69ms, mfu 24.74%
iter 70040: loss 3.0579, time 5115.26ms, mfu 24.90%
iter 70050: loss 3.0806, time 5105.06ms, mfu 25.04%
iter 70060: loss 3.1859, time 5089.48ms, mfu 25.18%
iter 70070: loss 3.0612, time 5097.25ms, mfu 25.31%
iter 70080: loss 3.1489, time 5102.79ms, mfu 25.42%
iter 70090: loss 3.2497, time 5125.43ms, mfu 25.50%
iter 70100: loss 2.9614, time 5122.70ms, mfu 25.58%
iter 70110: loss 3.2536, time 5126.90ms, mfu 25.65%
iter 70120: loss 3.2746, time 5134.37ms, mfu 25.71%
iter 70130: loss 2.9890, time 5138.89ms, mfu 25.76%
iter 70140: loss 3.2298, time 5135.25ms, mfu 25.80%
iter 70150: loss 2.7647, time 5141.58ms, mfu 25.84%
iter 70160: loss 3.1760, time 5139.91ms, mfu 25.88%
iter 70170: loss 3.0704, time 5140.10ms, mfu 25.91%
iter 70180: loss 3.1459, time 5123.27ms, mfu 25.95%
iter 70190: loss 3.2168, time 5088.64ms, mfu 26.00%
iter 70200: loss 3.0730, time 5059.46ms, mfu 26.06%
iter 70210: loss 3.2206, time 5044.92ms, mfu 26.12%
iter 70220: loss 3.3072, time 5034.39ms, mfu 26.18%
iter 70230: loss 3.1636, time 5021.31ms, mfu 26.25%
iter 70240: loss 3.2682, time 5016.27ms, mfu 26.31%
iter 70250: loss 3.0684, time 5020.12ms, mfu 26.36%
iter 70260: loss 3.0352, time 5052.68ms, mfu 26.39%
iter 70270: loss 3.4934, time 5070.12ms, mfu 26.40%
iter 70280: loss 3.1101, time 5086.20ms, mfu 26.41%
iter 70290: loss 3.1657, time 5096.83ms, mfu 26.41%
iter 70300: loss 3.0879, time 5103.11ms, mfu 26.41%
iter 70310: loss 2.9781, time 5114.51ms, mfu 26.40%
iter 70320: loss 3.0856, time 5112.15ms, mfu 26.40%
iter 70330: loss 3.2252, time 5111.58ms, mfu 26.39%
iter 70340: loss 3.1491, time 5132.17ms, mfu 26.37%
iter 70350: loss 3.3658, time 5129.80ms, mfu 26.36%
iter 70360: loss 3.2593, time 5122.32ms, mfu 26.35%
iter 70370: loss 3.1722, time 5127.30ms, mfu 26.35%
iter 70380: loss 3.1229, time 5126.35ms, mfu 26.34%
iter 70390: loss 3.0701, time 5136.57ms, mfu 26.32%
iter 70400: loss 2.9825, time 5125.25ms, mfu 26.32%
iter 70410: loss 3.0404, time 5128.49ms, mfu 26.31%
iter 70420: loss 2.9298, time 5098.90ms, mfu 26.32%
iter 70430: loss 3.1690, time 5085.80ms, mfu 26.34%
iter 70440: loss 3.2918, time 5108.02ms, mfu 26.34%
iter 70450: loss 3.1961, time 5108.15ms, mfu 26.34%
iter 70460: loss 3.1339, time 5117.45ms, mfu 26.34%
iter 70470: loss 3.0190, time 5141.72ms, mfu 26.32%
iter 70480: loss 3.3156, time 5130.57ms, mfu 26.32%
iter 70490: loss 3.2580, time 5148.70ms, mfu 26.30%
iter 70500: loss 3.2111, time 5125.98ms, mfu 26.30%
iter 70510: loss 3.2887, time 5131.74ms, mfu 26.29%
iter 70520: loss 3.1526, time 5129.93ms, mfu 26.29%
iter 70530: loss 3.4095, time 5094.10ms, mfu 26.30%
iter 70540: loss 3.3736, time 5074.08ms, mfu 26.32%
iter 70550: loss 3.3111, time 5092.38ms, mfu 26.34%
iter 70560: loss 3.3333, time 5105.33ms, mfu 26.34%
iter 70570: loss 3.0744, time 5114.62ms, mfu 26.34%
iter 70580: loss 3.1917, time 5127.78ms, mfu 26.33%
iter 70590: loss 3.2482, time 5122.50ms, mfu 26.33%
iter 70600: loss 3.2623, time 5122.61ms, mfu 26.32%
iter 70610: loss 3.1665, time 5115.41ms, mfu 26.32%
iter 70620: loss 3.0148, time 5115.45ms, mfu 26.32%
iter 70630: loss 3.0664, time 5089.07ms, mfu 26.34%
iter 70640: loss 3.0730, time 5079.53ms, mfu 26.35%
iter 70650: loss 3.2182, time 5086.08ms, mfu 26.37%
iter 70660: loss 3.3525, time 5122.92ms, mfu 26.36%
iter 70670: loss 3.2405, time 5126.84ms, mfu 26.35%
iter 70680: loss 3.2136, time 5118.00ms, mfu 26.34%
iter 70690: loss 3.2320, time 5114.20ms, mfu 26.34%
iter 70700: loss 3.2002, time 5117.79ms, mfu 26.34%
iter 70710: loss 3.0335, time 5114.97ms, mfu 26.34%
iter 70720: loss 3.2961, time 5100.94ms, mfu 26.34%
iter 70730: loss 3.3148, time 5117.92ms, mfu 26.34%
iter 70740: loss 3.0234, time 5137.11ms, mfu 26.33%
iter 70750: loss 3.0793, time 5144.60ms, mfu 26.31%
iter 70760: loss 3.1377, time 5142.60ms, mfu 26.30%
iter 70770: loss 3.1085, time 5114.66ms, mfu 26.30%
iter 70780: loss 3.1946, time 5097.47ms, mfu 26.31%
iter 70790: loss 3.2240, time 5097.52ms, mfu 26.32%
iter 70800: loss 3.1973, time 5091.69ms, mfu 26.34%
iter 70810: loss 3.0326, time 5089.95ms, mfu 26.35%
iter 70820: loss 3.2529, time 5100.63ms, mfu 26.35%
iter 70830: loss 3.2540, time 5113.64ms, mfu 26.35%
iter 70840: loss 3.1544, time 5132.62ms, mfu 26.34%
iter 70850: loss 3.1257, time 5138.26ms, mfu 26.33%
iter 70860: loss 3.2265, time 5133.98ms, mfu 26.32%
iter 70870: loss 2.9876, time 5147.98ms, mfu 26.30%
iter 70880: loss 3.1620, time 5134.20ms, mfu 26.29%
iter 70890: loss 3.3529, time 5132.97ms, mfu 26.29%
iter 70900: loss 3.1174, time 5104.98ms, mfu 26.30%
iter 70910: loss 3.1300, time 5076.68ms, mfu 26.32%
iter 70920: loss 3.1781, time 5086.68ms, mfu 26.33%
iter 70930: loss 3.1486, time 5096.19ms, mfu 26.34%
iter 70940: loss 3.1187, time 5113.45ms, mfu 26.34%
iter 70950: loss 3.0835, time 5123.91ms, mfu 26.34%
iter 70960: loss 3.1189, time 5130.77ms, mfu 26.33%
iter 70970: loss 3.1180, time 5125.55ms, mfu 26.32%
iter 70980: loss 3.0405, time 5124.87ms, mfu 26.32%
iter 70990: loss 3.2293, time 5120.18ms, mfu 26.31%
step 71000: train loss 3.1549, val loss 3.1658
saving checkpoint to out
iter 71000: loss 2.9896, time 30889.58ms, mfu 24.12%
iter 71010: loss 3.1999, time 5095.83ms, mfu 24.35%
iter 71020: loss 3.3063, time 5109.26ms, mfu 24.55%
iter 71030: loss 3.0932, time 5126.10ms, mfu 24.72%
iter 71040: loss 3.1828, time 5120.59ms, mfu 24.88%
iter 71050: loss 2.8945, time 5131.72ms, mfu 25.01%
iter 71060: loss 3.2044, time 5129.78ms, mfu 25.14%
iter 71070: loss 3.2638, time 5140.84ms, mfu 25.24%
iter 71080: loss 3.1867, time 5125.58ms, mfu 25.35%
iter 71090: loss 3.1247, time 5096.55ms, mfu 25.45%
iter 71100: loss 3.1291, time 5077.94ms, mfu 25.56%
iter 71110: loss 3.1721, time 5109.39ms, mfu 25.64%
iter 71120: loss 3.2970, time 5119.76ms, mfu 25.71%
iter 71130: loss 3.2078, time 5120.14ms, mfu 25.76%
iter 71140: loss 3.0444, time 5130.79ms, mfu 25.81%
iter 71150: loss 3.1290, time 5132.34ms, mfu 25.85%
iter 71160: loss 2.9726, time 5120.12ms, mfu 25.90%
iter 71170: loss 3.1189, time 5147.56ms, mfu 25.93%
iter 71180: loss 3.0126, time 5136.42ms, mfu 25.95%
iter 71190: loss 3.0538, time 5137.95ms, mfu 25.98%
iter 71200: loss 3.1512, time 5140.72ms, mfu 26.00%
iter 71210: loss 3.2068, time 5102.94ms, mfu 26.04%
iter 71220: loss 3.0953, time 5076.25ms, mfu 26.09%
iter 71230: loss 3.1749, time 5096.68ms, mfu 26.12%
iter 71240: loss 3.2647, time 5097.68ms, mfu 26.15%
iter 71250: loss 3.0927, time 5118.13ms, mfu 26.17%
iter 71260: loss 3.4865, time 5127.52ms, mfu 26.18%
iter 71270: loss 3.2919, time 5137.33ms, mfu 26.18%
iter 71280: loss 3.3244, time 5124.16ms, mfu 26.19%
iter 71290: loss 3.0432, time 5110.90ms, mfu 26.20%
iter 71300: loss 3.1364, time 5112.81ms, mfu 26.22%
iter 71310: loss 3.1147, time 5105.59ms, mfu 26.23%
iter 71320: loss 3.3450, time 5115.09ms, mfu 26.24%
iter 71330: loss 3.1757, time 5110.30ms, mfu 26.25%
iter 71340: loss 3.2372, time 5120.88ms, mfu 26.26%
iter 71350: loss 3.0829, time 5132.69ms, mfu 26.25%
iter 71360: loss 3.1419, time 5139.68ms, mfu 26.25%
iter 71370: loss 3.0411, time 5136.08ms, mfu 26.25%
iter 71380: loss 3.1912, time 5126.60ms, mfu 26.25%
iter 71390: loss 3.0845, time 5121.59ms, mfu 26.25%
iter 71400: loss 3.3197, time 5104.46ms, mfu 26.26%
iter 71410: loss 3.3011, time 5076.19ms, mfu 26.29%
iter 71420: loss 3.0562, time 5074.47ms, mfu 26.32%
iter 71430: loss 3.2121, time 5098.09ms, mfu 26.32%
iter 71440: loss 3.1900, time 5114.59ms, mfu 26.33%
iter 71450: loss 3.0611, time 5117.26ms, mfu 26.32%
iter 71460: loss 3.0808, time 5126.31ms, mfu 26.32%
iter 71470: loss 3.3193, time 5126.18ms, mfu 26.31%
iter 71480: loss 2.8630, time 5110.47ms, mfu 26.32%
iter 71490: loss 3.2131, time 5103.40ms, mfu 26.32%
iter 71500: loss 3.0203, time 5074.99ms, mfu 26.34%
iter 71510: loss 3.1359, time 5087.43ms, mfu 26.36%
iter 71520: loss 3.0724, time 5089.35ms, mfu 26.37%
iter 71530: loss 3.2664, time 5096.50ms, mfu 26.37%
iter 71540: loss 3.1828, time 5114.12ms, mfu 26.37%
iter 71550: loss 3.1967, time 5121.44ms, mfu 26.36%
iter 71560: loss 3.1077, time 5126.16ms, mfu 26.35%
iter 71570: loss 3.1715, time 5130.72ms, mfu 26.34%
iter 71580: loss 3.1571, time 5122.82ms, mfu 26.33%
iter 71590: loss 3.1755, time 5092.77ms, mfu 26.35%
iter 71600: loss 3.1174, time 5076.92ms, mfu 26.36%
iter 71610: loss 3.1964, time 5095.05ms, mfu 26.37%
iter 71620: loss 3.1354, time 5104.33ms, mfu 26.37%
iter 71630: loss 3.0864, time 5111.03ms, mfu 26.37%
iter 71640: loss 3.1386, time 5106.22ms, mfu 26.37%
iter 71650: loss 3.0497, time 5136.03ms, mfu 26.35%
iter 71660: loss 3.1405, time 5122.54ms, mfu 26.35%
iter 71670: loss 3.1985, time 5131.13ms, mfu 26.34%
iter 71680: loss 3.0101, time 5136.80ms, mfu 26.32%
iter 71690: loss 3.1609, time 5139.20ms, mfu 26.31%
iter 71700: loss 3.2643, time 5121.85ms, mfu 26.31%
iter 71710: loss 3.1454, time 5080.15ms, mfu 26.33%
iter 71720: loss 3.1373, time 5069.43ms, mfu 26.35%
iter 71730: loss 2.9733, time 5100.22ms, mfu 26.36%
iter 71740: loss 3.0878, time 5101.10ms, mfu 26.36%
iter 71750: loss 3.3004, time 5115.15ms, mfu 26.36%
iter 71760: loss 3.0282, time 5112.53ms, mfu 26.36%
iter 71770: loss 3.0957, time 5124.22ms, mfu 26.35%
iter 71780: loss 3.0250, time 5120.19ms, mfu 26.34%
iter 71790: loss 3.2875, time 5121.42ms, mfu 26.34%
iter 71800: loss 3.1826, time 5122.83ms, mfu 26.33%
iter 71810: loss 3.1490, time 5098.31ms, mfu 26.34%
iter 71820: loss 3.0168, time 5072.41ms, mfu 26.36%
iter 71830: loss 3.2361, time 5091.28ms, mfu 26.37%
iter 71840: loss 2.9136, time 5098.03ms, mfu 26.37%
iter 71850: loss 3.1661, time 5104.01ms, mfu 26.37%
iter 71860: loss 3.2079, time 5121.52ms, mfu 26.37%
iter 71870: loss 3.1122, time 5126.55ms, mfu 26.36%
iter 71880: loss 3.1905, time 5121.48ms, mfu 26.35%
iter 71890: loss 3.3034, time 5137.62ms, mfu 26.34%
iter 71900: loss 3.2258, time 5118.95ms, mfu 26.33%
iter 71910: loss 3.1251, time 5137.33ms, mfu 26.32%
iter 71920: loss 3.3521, time 5104.56ms, mfu 26.33%
iter 71930: loss 3.3035, time 5081.80ms, mfu 26.34%
iter 71940: loss 3.3796, time 5081.18ms, mfu 26.36%
iter 71950: loss 3.0481, time 5103.41ms, mfu 26.36%
iter 71960: loss 3.2086, time 5098.22ms, mfu 26.37%
iter 71970: loss 3.2092, time 5112.29ms, mfu 26.36%
iter 71980: loss 3.0988, time 5121.02ms, mfu 26.36%
iter 71990: loss 3.0800, time 5120.22ms, mfu 26.35%
step 72000: train loss 3.1340, val loss 3.1560
saving checkpoint to out
iter 72000: loss 3.0629, time 30928.02ms, mfu 24.15%
iter 72010: loss 2.9819, time 5118.31ms, mfu 24.37%
iter 72020: loss 3.0434, time 5121.27ms, mfu 24.56%
iter 72030: loss 3.1686, time 5136.15ms, mfu 24.72%
iter 72040: loss 3.1873, time 5093.63ms, mfu 24.90%
iter 72050: loss 3.0654, time 5075.24ms, mfu 25.06%
iter 72060: loss 3.0762, time 5098.17ms, mfu 25.19%
iter 72070: loss 3.0604, time 5108.52ms, mfu 25.31%
iter 72080: loss 3.1221, time 5118.11ms, mfu 25.41%
iter 72090: loss 3.2616, time 5123.76ms, mfu 25.50%
iter 72100: loss 3.1762, time 5122.90ms, mfu 25.58%
iter 72110: loss 3.0371, time 5116.37ms, mfu 25.65%
iter 72120: loss 3.3240, time 5119.04ms, mfu 25.72%
iter 72130: loss 2.9962, time 5141.08ms, mfu 25.76%
iter 72140: loss 3.0352, time 5126.43ms, mfu 25.81%
iter 72150: loss 3.0317, time 5089.56ms, mfu 25.88%
iter 72160: loss 3.1075, time 5092.66ms, mfu 25.93%
iter 72170: loss 3.2160, time 5105.92ms, mfu 25.98%
iter 72180: loss 3.0010, time 5109.50ms, mfu 26.02%
iter 72190: loss 3.0494, time 5113.26ms, mfu 26.05%
iter 72200: loss 3.1323, time 5126.56ms, mfu 26.07%
iter 72210: loss 3.1265, time 5120.21ms, mfu 26.09%
iter 72220: loss 3.0913, time 5122.11ms, mfu 26.11%
iter 72230: loss 3.1394, time 5107.37ms, mfu 26.14%
iter 72240: loss 3.0759, time 5092.26ms, mfu 26.17%
